Time,Open,High,Low,Last,Change,Volume,"Open Int",IV,Delta,Gamma,Theta,Vega,Rho,Theo,Price,Strike
07/31/2020,0.01,0.01,0.01,0.01,0,26,6351,230.75%,-0.0017971214095333,0.00061884065875317,-0.027110466398561,0.00023157302745329,-3.6986057542272E-6,0.0050000150248236,77.43,55
07/30/2020,0.02,0.02,0.01,0.01,0,865,6705,234.96%,-0.0017380012221785,0.00057946472065353,-0.026847745400946,0.00022852899945456,-3.6688951789848E-6,0.0050000058369641,78.2,55
07/29/2020,0.03,0.04,0.01,0.01,-0.11,3303,8133,173.10%,-0.004705292323089,0.0014035303918738,-0.033397561996747,0.00077179330375015,-1.9351022867431E-5,0.015000029480104,76.09,55
07/28/2020,0.13,0.17,0.08,0.12,0.01,6170,6961,132.90%,-0.038073294922652,0.010157805536743,-0.11240023090738,0.0050746765487737,-0.00020778450626757,0.13000040372212,67.61,55
07/27/2020,0.25,0.25,0.08,0.11,-0.11,3845,5958,119.03%,-0.030133716023219,0.0079434497965031,-0.073369312627043,0.0049316935490056,-0.00022410653733996,0.10500024835885,68.97,55
07/24/2020,0.31,0.44,0.19,0.22,-0.73,6391,5554,105.65%,-0.04818082288988,0.0098581283193981,-0.072621104074093,0.0096242580205957,-0.00063634469453048,0.21500055682215,69.4,55
07/23/2020,0.7,1.22,0.57,0.95,0.21,6864,3591,112.36%,-0.15369429941384,0.022162038376889,-0.15833094043335,0.022550343094816,-0.0021721751372914,0.92500088246259,64.28,55
07/22/2020,1.83,1.84,0.68,0.74,-1.12,5370,2564,81.29%,-0.16452327489045,0.031414186364521,-0.10854586255259,0.024040437964383,-0.0024639412917378,0.73000115140537,61.79,55
07/21/2020,1.6,2.04,1.44,1.86,0.13,2171,1890,74.30%,-0.36236547271843,0.053498880945151,-0.13136691301074,0.035374674995244,-0.0055333346176627,1.860003158113,57,55
07/20/2020,2.56,2.83,1.73,1.73,-1.08,1479,1152,72.11%,-0.34002798823506,0.050953225148621,-0.11974447803159,0.036549331817057,-0.005767617359018,1.7450024011019,57.46,55
07/17/2020,2.98,3.15,2.72,2.81,-0.44,422,848,65.90%,-0.47194397381065,0.056032412679318,-0.10089506144403,0.042895165895712,-0.0097722961574694,2.8100014909439,55.04,55
07/16/2020,3.29,3.79,3.15,3.25,0.07,210,789,71.18%,-0.47517663230167,0.050256215037507,-0.10510670604609,0.044327777054387,-0.010643564992326,3.2000013362842,54.92,55
07/15/2020,3.73,4.02,3.18,3.18,-0.39,152,669,72.62%,-0.45351892450372,0.047098214414085,-0.10412487605194,0.045907102514951,-0.010982082798705,3.1749999999995,55.34,55
07/14/2020,3.95,4.9,3.55,3.57,-0.46,110,649,71.19%,-0.48252422968792,0.047414707248312,-0.098486655421853,0.047064678035864,-0.012289709077567,3.4999975081932,54.72,55
07/13/2020,2.95,4.1,2.1,4.03,0.83,579,627,67.59%,-0.53894792551328,0.049372647743937,-0.088634455489937,0.047248218072402,-0.014201998022045,3.9999999999997,53.59,55
07/10/2020,2.57,3.3,2.57,3.2,0.39,157,627,68.40%,-0.42894535443414,0.042833005722543,-0.08563202815493,0.052619431872732,-0.013885604394698,3.2000044793168,55.88,55
07/09/2020,3.96,3.96,2.7,2.81,-1.67,432,563,71.56%,-0.37548664438178,0.037718408138695,-0.086670644733838,0.053325747504947,-0.013141211847096,2.8999999999998,57.26,55
07/08/2020,4.5,4.75,4.48,4.48,0.22,46,552,55.81%,-0.55425007747043,0.052818172897026,-0.064237815017057,0.053009090663059,-0.018429021000601,3.8750035230629,53.43,55
07/07/2020,3.95,4.26,3.95,4.26,0.0099999999999998,12,552,65.25%,-0.55779623739634,0.044582980355641,-0.072755619850799,0.053574702834446,-0.019647904883316,4.7250032308776,52.93,55
07/06/2020,4.38,4.48,4.1,4.25,-0.37,403,207,60.91%,-0.54192021174252,0.046619919057964,-0.067473102311411,0.055442971484681,-0.019917832327909,4.2999999999996,53.4,55
07/02/2020,4.68,4.68,4.62,4.62,-0.03,2,207,48.64%,-0.61512945918794,0.053280042990621,-0.047205186974339,0.056385916833512,-0.025178243835534,4.4500055709033,52.34,55
07/01/2020,5.01,5.01,4.65,4.65,-0.34,4,204,53.75%,-0.58492236298591,0.048129219069174,-0.052546427104764,0.058766830382259,-0.025262357354154,4.6499999999998,52.58,55
06/30/2020,4.99,4.99,4.99,4.99,-1.9,1,205,54.85%,-0.57830152760161,0.046538738815455,-0.052951792547134,0.059981295558473,-0.025895966089433,4.7500010194279,52.61,55
06/29/2020,7.9,7.9,6.7,6.89,0.89,215,206,55.43%,-0.67877777206818,0.043414999771732,-0.046080401530507,0.053322120633933,-0.030108370947927,6.3000029504075,50.28,55
06/26/2020,5.69,6.14,5.69,6,0.25,33,176,59.31%,-0.66124680590202,0.039776126778534,-0.047983336779721,0.056762433094303,-0.032573686673902,6.7750041143674,50.1,55
06/25/2020,6.33,6.33,5.75,5.75,0.15,74,160,50.44%,-0.61134565568315,0.046609742826488,-0.043678371210011,0.062508900766723,-0.031352439311405,5.1250060693534,51.93,55
06/24/2020,5.05,5.7,4.95,5.6,0.95,105,81,53.61%,-0.57888536396644,0.043750902016537,-0.04716765838737,0.065236164799182,-0.031174613234309,5.0999999999995,52.39,55
06/23/2020,4.4,4.65,4.05,4.65,0.45,43,63,58.59%,-0.50119600033942,0.039095433047368,-0.05348536652975,0.06949352162971,-0.028947652682317,4.6250048639777,53.99,55
06/22/2020,4.7,4.95,4.04,4.2,-0.2,20,54,56.78%,-0.47213805863761,0.039164661790552,-0.051755942282674,0.071232165411625,-0.028274775885708,4.1749963945988,54.76,55
06/19/2020,4.55,4.66,4.25,4.4,-0.45,29,39,53.76%,-0.50148525449484,0.040485758905383,-0.046711321376934,0.073140571005343,-0.031864270333415,4.4500062857437,54.05,55
06/18/2020,5.25,5.25,4.85,4.85,0.2,12,29,56.78%,-0.49692579196879,0.037889450855682,-0.048753447615963,0.073990793202035,-0.03264533494811,4.7249960488288,54.04,55
06/17/2020,4.41,4.65,4.18,4.65,-0.3,8,26,58.43%,-0.47545529420469,0.035988989715488,-0.049979365075549,0.07541180657319,-0.032446455095353,4.6499953758277,54.55,55
06/16/2020,4.57,4.95,4.44,4.95,4.95,9,14,63.13%,-0.47331275377603,0.03298133052814,-0.053286490801953,0.076111799099789,-0.03347463033749,5.0999999999998,54.46,55
06/15/2020,0,0,0,0,-5.87,0,14,58.60%,-0.46942861622336,0.03497593790361,-0.049073391990007,0.077209532127729,-0.033687827905027,4.6999999999998,54.68,55
06/12/2020,3.75,6.12,3.75,5.87,0.87,15,1,58.98%,-0.50768169131212,0.034513064519335,-0.046940789885664,0.078182996953752,-0.038310229940767,5.4500046319779,53.5,55
"Downloaded from Barchart.com as of 11-22-2021 11:26am CST"
